text,label
我 还是 觉得 5 看起 太长 了 不 安逸 感觉 4s 有 质感 些 给 ,6
所以 体验 感 很 重要 你 用 5 一周 就 晓得 了 ,6
纠结 纠结 最近 业绩 怎么样 嘛 ,6
最近 一般 啦 正在 蓄 能量 ,6
卓玛 同学 看好 你 哦 加油 ,2
看上去 好 好吃 ,2
哈哈 有 机会 煮 给 朋友 吃 ,1
手势 不错 喔 \ ,2
哈哈 学了 4 天 了 今天 第一天 实践 给 我 外婆 ,1
真 孝顺 拿 外婆 做白 老鼠 ,6
没事 的 我 也 吃 了 吃 不 死 ,6
鸡肋 他家 还有 类似 神仙 水 的 东西 ,6
非常 好用 并 不 觉得 鸡肋 ,2
你 可以 试下 神仙 水 那个 东西 评价 说 很 不错 但 药监局 备案 的 居然 跟 包装盒 的 不 一样 ,2
我 不用 那个 神仙 水 啊 我用 他们 家 的 面霜 ,6
真 羡慕 你们 这种 在 大西北 能 用 面霜 的 人 热带 的 孩子 用 了 会 觉得 油腻 ,2
我 一年四季 都 用 面霜 的 包括 在 南方 啊 ,6
蜜汁 拍摄角度 要不是 放 了 外包装 好容易 误会 的 图 啊 ,6
你 怎么 能 这么 不 纯洁 呢 ,6
我 可能 想 表达 的 意思 是 看上去 像 子弹头 款 保温杯 而已 ,6
我 什么 都 没 说 … 我 什么 都 不 知道 … ,6
看 得 老子 想 回家 了 ,6
桂林 有 什么 偏门 的 景点 好玩 的 ,6
听说 最新 搞了个 园 博园 我 还 没 去过 其他 小不窿 冬 的 也 没什么 好玩 的 了 ,5
我 朋友 去 了 说 还行 不过 门票 略 坑 爹 ,5
哈哈 是 啊 门票 120 桂林 的 20 都 是 这样 坑 外地人 的 去 师 大王 城 校区 转转 呗 ,5
回家 了 还 不 忘 了 我们 叫 我 怎能不 感动 ,2
昨天 惠瑜 跟 我 说 的 后面 继续 加油 咧 就 当 是 演个 节目 完全 不用 紧张 ,6
叫 我 如何 不 紧张 安全 到家 了 吗 ,6
是 的 呢 其实 不 紧张 真的 是 骗人 的 我 竞选 的 时候 还 笑场 了 但 后来 想想 真的 不用 紧张 ,6
哈哈 力压 热刺 排名 第四 ,1
这个 真的 很难说 我 当然 希望 啦 ,2
争 第四 最己 阵 还 没输 过 ,6
其实 第一场 就 输 了 ,6
大 环境 就是 如此 何苦 要 非趟 这水 ,5
你 要 责怪 文革 中 被 批斗 的 人 为何 不 早点 多远 吗 逻辑 偏颇 了 ,5
不是 那个 意思 一 开始 就 有人 提醒 过 的 不是 吗 不 给 他们 机会 很难 吗 ,5
你 把 问题 想 简单 了 ,5
或许 吧 愿 她 可以 顺利 解决 ,2
上映 了 好看 吗 还是 那么 得 美丽 ,2
嗯 周五 就 上 了 不错 怪兽 1 对 2 哈哈 ,1
好 完 了 我 也 去 看看 ,6
最近 片 还 算 多 金刚 四 也 快 上 了 ,6
对 呢 太 多 好看 的 了 都 没 时间 看 ,6
嗯 嗯 你 还 出差 辛苦 的 ,6
有 创意 下次 我 也 拍 一个 去 ,2
我来 拍 你 负责 凹 造型 ,6
哈哈 别 把 眼睛 刺坏 了 ,1
看着 镜头 是 不伤 眼睛 的 只要 别 直接 朝 太阳 看 再说 了 为弟 为 艺术 哥 我 豁出去 了 ,6
真 没差 一如既往 的 美丽 ,2
终于 见到 送温暖 的 了 你 放心 姐姐 我 涅槃 了 就 好好 对 你 ,2
好像 有 语病 不过 我 等 着 那天 的 到来 ,6
我心 都 碎 了 哪里 还 能 顾得上 语病 表 刺激 我 了 不 觉得 我 今晚 与 无 伦次 的 么 ,3
恩 啊 还 跑 得 好 快 赶 都 赶不上 ,6
大妈 不 在 罗拉 在 就行了 不过 我 觉得 这 把 直接 跟 火鸡 藤虎 干仗 的 几率 不 大 最 多 就是 和 火鸡 手下 拼 ,6
他 手下 已经 被 撂倒 三个 了 还有 小人国 玩具 士兵 和 竞技场 的 人 这些 暴动 起来 他们 估计 要 被 揍 得 很惨 我 是 觉得 明哥 死定了 ,3
不会 啊 黑桃 梅花 方块 都 在 啊 估计 光是 那 三个 就 够打 一圈 了 更 别说 还有 其他 战斗员 ,6
八宝 海军 那些 人 也 不是 吃斋 的 吧 ,6
这是 怎样 的 心情 呢 ,6
非常高兴 非常 非常 的 高兴 强烈建议 你 也 去 ,1
一般 心情 不好 的 时候 才 去 啊 ,6
那 你 还是 不要 去 的 为 好 ,6
是 该常去 晚上 的 时候 更 迷人 啊 ,2
喜欢 唐嫣 和 讨厌 罗普有 什么 关系 吗 ,5
对 啊 没关系 所以 搞不懂 为什么 要 拿到 台 面上 说 ,5
搞不懂 就别 懂 呗 有 什么 所谓 吗 ,5
所以 不用 懂 如果 讨厌 他 也 只是 多一点 爱 给 她 多一点 尊重 给 他 ,5
你 慢慢 尊重 这 坨 屎 吧 再见 ,5
如果 糖 看到 这屎 的 言论 怕 是 要 对 你 saygoodbye 了 原谅 我 不羁 放荡 爱糖 ,5
在 哪儿 拍 的 呀 这么 美 ,2
谢谢 是 很 美 可惜 我 摄影 水平 实在 不敢恭维 没 拍 好 ,3
艾玛 不要 谦虚 啦 我 觉得 很 好 了 ,2
哈哈 谢谢 那 我 嘚 瑟 嘚 瑟 ,1
亲测 缝纫机 乐队 和 英伦 对决 都 值得一看 ,2
我 觉得 我 要是 把 你们 的 各种 推荐 都 看 完 真 个人 可能 都 会 是 眩晕 的 ,6
我 就 默默 看看 票价 找准 时机 下手 再 看看 羞羞 的 铁拳 ,6
持家 好手 就 喜欢 跟 你 这种 人 为伍 ,2
那 是 毕竟 两场 电影 总共 花 了 不到 20 块 ,6
这个 好看 可是 没 抢 到 ,3
实物 不 好看 以后 不想 再 买 了 衣服 和 裙子 穿着 都 不 好看 ,5
实物 不 好看 啊 我 发现 她家 衣服 还是 比较 适合 瘦子 穿 ,6
衣服 没 质感 破烂 似的 ,5
你好 关注 很久 了 您 这里 有能 调节 高血压 的 吗 ,6
有 基本 营养素 葡萄籽 精华 钙镁片 鱼油 心脏 宝 ,6
谢谢 请 给 个 链接 年 后 买 是 这些 都 要 组合 还是 选 其一 ,1
mhttz taobao com 是 要 配合 吃 才 会 有 效果 ,6
我 呢 憨 宝宝 厉害 了 等 我 毕业 你 当 我 导游 了 噶 ,2
憨 娃娃 是 你 不克 哪 点玩 嘎 八月份 我要 在 昆明 ,6
过 两天 去 如果 我 上 昆明 么 约 你 ,6
好 呢 好 呢 啵 啵 ,2
为什么 不 来 我们 学校 出名 的 取景 地 啊 ,6
哪里 啊 下次 有 机会 再 去 争取 去 溜达 溜达 ,6
东大 啊 致 青春 还有 汉东省 人民检察院 作为 法律 工作者 的 你 不要 来 吗 ,6
这 两部 都 没 怎么 认真 看过 东大 下次 应该 会 去 的 ,6
怎么 突然 爆 我 靓照 想 我 啦 ,6
怎么样 怎么样 我 弄得好 不 好看 ,6
你 就 想 我 说 自己 好看 吗 好看 ,6
当然 我 什么 时候 让 你 出过 丑 哈哈 我 p 得 好 用心 的 ,1
我 化妆 技术 越来越 好 了 好 吗 回来 一定 给 你 惊喜 ,2
要 的 一定 要 把 我化 的 美美 的 我们 一起 去 玩 叫 杨力 提包 包好 吗 ,2
必须 的 漂亮 美爆 好 吗 杨力 叫 他 提包 包他 会 高兴 疯 的 好 吗 ,1
对 啊 喊 他 添脚 ,6
能 告诉 我 你 手机号 后 十位 吗 ,6
你 要 遇见 个 数学 不好 的 怎么办 她 还要 扳着 手指头 倒 着数 回去 ,6
那 我 不要 了 她 太笨 了 配不上 我 ,5
哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 啊 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 啊 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 嗯 不错 小伙子 有 骨气 ,1
赶快 和 那个 人 分开 坐 我 和 fs 梅在 太阳 中爆 晒 半个 钟 哼 ,5
点解 要 暴晒 我们 的 座位 竟然 是 最后 一排 ,5
车慢 的 像 蚂蚁 回来 开 了 半个 钟 现在 还 滞留 在 她家 呢 ,5
哈哈 早知 你 折回 我家 充 充电 和 bb 玩玩 再 走 ,1
哎 算了 太晒 我 都 不想 出去 了 ,3
啧 好 丰盛 可怜 我 和 小甜甜 在 桑植 举目无亲 ,6
哈哈 我 在 左岸 我 的 香水 到 了 ,1
你 的 香水 那么 快 ,6
哈哈 我 每次 买 的 东西 都 超快 哈哈 ,1
我 的 老人家 温灸 棒 也 到 了 ,6
老人家 也 要 睡 了 今天 逛起 亏了 买 了 支 faceshop 的 睫毛膏 不 把 时间 安排 满 我 恐怕 会 崩溃 ,3
养只 笨狗会 不会 更好 一点 ,6
噗 你 难道 没 听 过 傻 柴 傻 柴 吗 ,5
柴 看着 不 傻 我 指 的 是 法斗 ,6
可是 我 更 喜欢 柴犬 啊 ,2
你 太 好看 了 我 有 喜欢 你 ,2
来 宝贝 说 清楚 一点 ,6
老子 说 喜欢 你 咋 地 ,2
妞 老子 也 非常 喜欢 你 ,2
亲爱 的 睡 了 吧 ,2
还 没有 啊 一会 准备 洗澡 啊 有点累 啊 ,3
嗯 早点 休息 爱 你 ,2
好 的 亲爱 滴 睡前 再 去 看看 你 ,2
看来 大家 都 认同 他 是 小钢炮 了 哈哈 ,1
你 只 关注 了 她 的 称呼 不 关注 我 给 她 打 的 围脖 还是 有点 伤心 ,3
我 个人 觉得 这个 围脖 带 在 他 脖子 上 他 才 是 最 正宗 的 小钢炮 ,2
这是 什么 逻辑 有点 混乱 哈 ,6
我 看到 后面 哭 惨 了 觉得 他 老婆 太 伟大 了 舍小爱为 大爱 … ,3
那里 是 有点 感人 但是 我 巨 不 喜欢 黄晓明 ,5
我 也 不 喜欢 他 特别 做作 ,5
还 随时 保持 那种 俯视 眼神 太 恶心 了 他 就是 装逼 的 代名词 ,5
哈哈 是 有点 周润发 很帅 哦 宝刀未老 ,1
恩 确实 很 有 那种 feel ,2
我 都 好久没 去 锻炼 了 又 变成 瘦子 了 ,6
我们 不 锻炼 变胖 你 不练 变瘦 知足 吧 ,6
现在 瘦子 要 被 嫌弃 呀 ,3
还好 年关 人们 喜欢 瘦 的 吃 起来 健康 ,6
现在 流行 muscle 哈 瘦子 不 吃香 ,6
我刚 看到 去 美国 那里 ,6
慢慢 看 后面 非常 甜 ,2
牙 都 要 甜 掉 了 ,2
想 起来 就 会 忍不住 笑 ,2
我 那次 看 黑豹 也 觉得 睫毛 超长 不过 欧洲人 的 睫毛 感觉 都 好长 ,2
关键 是 他 的 跟 用 了 睫毛夹 一样 好卷 好翘 啊 太 羡慕 了 ,2
最 重要 的 是 超级 浓密 啊 毛发 旺盛 啊 ,2
歪 果仁 感觉 毛发 都 挺 茂盛 的 眼睛 都 挺 好看 的 鼻子 也 挺挺 的 肌肉 也 挺 发达 的 ,2
你 以后 可以 找个 外国人 每天 欣赏 ,2
还是 先养 好 自己 吧 ,6
鄙视 你 这 不是 等 你 飞黄腾达 带带 我 吗 ,6
带带 带 我 也 在 等 我 飞黄腾达 呢 ,6
我 对 你 有 信心 ,2
大叔 这件 衣服 里面 的 连衣裙 会 一套 上架 吗 很 喜欢 还有 一件 驼色 加 红色 腰带 那 一套 什么 时候 上架 呀 ,6
我 今 早 问 的 客服 说 红 腰带 的 大衣 双 十二 上 呢 ,6
妞 知道 那套 里面 的 内 搭 也 会上 架 吗 搭配 那个 内 搭 就 不会 短 了 ,6
哈哈 我 说 的 那个 红色 腰带 的 外套 有点 短 ,1
是 吧 还是 包总 符合 安迪 口味 ,2
谭总 一定 喜欢 着 安 迪吧 ,2
很 了解 她 但是 会 和 她 保持 距离 算是 一种 欣赏 上 的 喜欢 ,2
那 就是 来自 灵魂 的 爱 吧 了解 她 喜欢 她 不 求 因果 ,2
血色 浪漫 和 向 天 真的 女孩 投降 真的 百看不厌 ,2
我 最 喜欢 蓝宇 和 向天 真的 女生 投降 ,2
感觉 都 是 痞子 气息 本色 演出 后来 看 都 梁原 着 的 时候 更加 觉得 他演 的 好 了 ,2
是 的 我 也 觉得 是 本色 ,2
我 也 想 去 中俊游 两圈 ,6
来 吧 欢迎 你 我 不会 偷摸 你 哦 ,2
老娘 就 那么 没有 魅力 ,6
我 偷摸 您 你 会 吓 到 吧 人家 喜欢 男人 啦 ,2
咋啦 咋啦 一起 开心 一下 ,1
就是 帮老百做 了 一点点 小事 ,6
激情 校对 72 小时 吗 ,6
是 的 我 很 开心 ,1
真 好 开开心心 的 ,1
比 你 那 热闹 吧 ,6
嗯 你 这 目标 多 我 偷偷 的 看看 ,6
你 赶快 去 招呼 你家 美女 去 等 会 不然 人家 找 我 这要 人来 了 ,6
我 也 要 去 买 这个 小 饼干 次 看起来 好棒 ,2
不过 吃 完 一袋 肯定 会腻 如果 抹 茶 稍微 苦 一点 可能 会 更 好吃 的 ,2
嗯 嗯 我 感觉 吃 抹 茶 草莓 巧克力 的 时候 抹 茶 就 偏 甜 了 不过 还是 很 喜欢 ,2
我 知道 你 说 的 那个 哈哈哈 今天 小蜗 对 着 旁边 那包 草莓 巧克力 草莓 笑 了 很 久 ,1
妞儿 你 越来越 美 啦 ,2
你 是 不 准备 回来 了 么 ,6
哈哈哈 明 就 回 了 可可 可是 后天 还 走 倒霉 的 政审 折磨 人呐 ,3
加油 我 本着 宁愿 没人 给 我 打理 头发 的 风险 也 要 祝福 你 一举成名 哦 耶 ,2
happymore 难道 跟 don tworryli 有 异曲同工 之妙 ,6
你 说 对 了 记 一杯 下盘 喝 ,6
我 已经 走到 你 的 心里 了 我 工作 之 馀 花 了 大 把 时间 研究 你 终于 略有 小 成 ,6
相比而言 你 比 锦 用心 太多 了 ,2
他 对 你 也 不好 对 我 也 不好 明天 只有 赐 他 一死 了 ,5
旅游 好 啊 我 现在 能 想到 最 幸福 的 事 就是 和 朋友 去 旅游 ,2
好 的 啊 咱们 啥时候 商量 商量 去 哪 呗 ,6
没 问题 就 怕 时间 凑 不到 一块 ,4
想方设法 的 把 时间 整 到 一块 ,6
美女 增生 的 那块 好些 了 吗 ,6
增生 哪有 那么 快 下去 至少 3 个 月 ,6
那 如果 是 我 这种 疤痕 体质 估计 增生 都 消 不了 吧 ,3
只要 是 手术 都 会 有 增生 ,6
嗨 妮可 真是 傻傻 呆呆 呀 ,6
我 怎么 就 傻 了 ,6
算啦 少女 情怀 总是 诗嘛 嗨 说 起来 我 最近 有点 纠结 考研 想换 专业 不 学 工科 了 … ,6
我 只是 觉得 工科 毕竟 是 门 技术 好找 工作 嘛 不过 如果 你 真的 喜欢 其他 的 跨专业 也 可以 嘛 ,6
我 是 觉得 我 就是 学 不好 … 也 可能 是 大学 了 浮躁 没 兴趣 的 东西 永远 静 不 下来 心去 认真 看 ,3
好 漂亮 啊 哈哈 我 有 这件 衣服 就 好 了 肯定 美腻 了 呵呵 好羡慕 啊 这件 衣服 好像 要 啊 ,2
你 说 的 是 哪件 ,6
就是 穿 晚礼服 那 件 白色 的 好 漂亮 啊 ,2
去 借件 穿穿 吧 平时 不 实用 不过 身材 弄 的 超棒 ,2
你 去 大 山里 给 我 采点 药草 回来 我报 了 乒乓球 … 哈哈哈 … 我会 让 他们 看看 我 有 多 威猛 … ,1
我要 大礼 赢 了 他们 才准 回来 姐给 你 抓 两只 野香猪 啊 哈哈 ,1
不 你 一定 一定 要 给 我 带个 墨脱 的 石锅 回来 记得 扣 在 头上 啊 我 已经 做好 第一轮 淘汰 的 准备 了 哈哈哈 ,1
石锅 扣 你 头上 给 你 当 帽子 你 咋 就 这点 出息 干掉 他们 抱 着 必胜 的 决心 ,2
我 好 世勋 和 灿烈 的 声音 其他 的 声音 也 都 好听 ,2
金开 那个 chic 的 声音 征服 了 我 ,2
世勋 就是 呵呵 我 都 喜欢 喜欢 死 了 我 就是 传说 中脑 残饭 ,2
我 觉得 世勋 那 笑声 太叫 人 丧失 免疫力 了 ,2
不 知道 怎么 笑 的 哪天 模仿 一下 会 不会 吓 到 人 ,4
为什么 要 纵容 这种 不 尽责 的 员工 这次 他敢 踢 你 1000 的 东西 不 给 他 教训 下次 他 就 敢 踢 你 10000 的 东西 ,5
不 给 他 教训 让 他 继续 踢 等 着 他 下次 踢 坏 十万块 的 东西 再 算总账 慢慢 赔 ,5
哈哈哈 这个 可以 致命 一击 就 怕 他 是 个 老赖 这 就 难搞 啦 ,1
不 赔钱 就 坐牢 最 不怕 赖 ,5
坐牢 人家 被 他 摔坏 的 东西 也 回不来 吃亏 的 还是 消费者 教科书 式 的 老赖 黄淑芬 就是 一个 典型 的 例子 ,5
有 的 时候 不是 因为 面子 吧 或许 只是 不想 去 争论 什么 ,6
三点 被 吵醒 还 一直 有 声音 真的 想 打人 ,5
这 还 不 找 他 去 打扰 睡觉 者 死 不过 也 得 注意 点 安全 万一 不是 啥 好人 呢 ,5
和 我 一个 宿舍 暂住 的 女生 ,6
我 闺女 也 是 给 她 推拿 然后 好 了 ,6
我们 最后 也 是 推拿 了 现在 基本上 好 了 ,6
当妈 不 容易 有时候 累 的 想 哭 ,3
哎 千言万语 汇成 一声 叹息 ,3
我们 也 换 了 真正 离开 这个 集体 了 怀恋 ,3
这个 时候 物是人非 太 多 怀念 ,3
认识 你们 收获 到 与 你们 的 友谊 收获 到 一起 工作 的 日子 我 已 满足 会 珍惜 ,2
我 也 会 这是 一段 美好 的 记忆 会 铭记 ,2
正在 看 三 我 喜欢 里面 的 爱情 部分 ,2
哪 一本 最 好看 啊 ,6
一 和 三 对 我 的 胃口 一点 仁者见仁 智者见智 哦 ,2
第一部 有 一些 我 都 没 看 懂 我 不 太 明白 两个 质子 是 如何 锁死 科学 的 ,6
你们 那 怎么样 我 看 美国 说 下雨 死 了 好多 人真 吓人 啊 你 走 哪雨下 道 哪 呢 上半年 北京 下半年 美国 了 ,4
龙行 有雨虎行 有 风嘛 我们 这儿 没 怎么 下 就是 变得 巨冷 你 是 在 多伦多 么 ,6
我们 这算 万锦 其实 也 是 多伦多 ,6
那 真的 不远 其实 还 ,6
你 就 奔 我 来 的 哈哈 ,1
同样 严重 失眠 者 好 想 睡着 ,3
有 什么 好 办法 阿 ,6
没有 打算 买点 褪黑素 试试 ,6
管用 吗 你 为什么 会 失眠 啊 ,6
咋 南京 那么 多 好吃 的 ,2
好玩 的 没有 好吃 的 巨多 开始 担心 三年 后 我 再也 吃 不到 这 面包 你造 这 面包 多 好吃 吗 多 好吃 吗 多 好吃 吗 ,2
看 出来 了 特 好吃 特 好吃 特 好吃 ,2
你 造多 松软 吗 甜而不腻 越嚼 越香 一天 能 吃 好多个 还有 香香的 核桃 ,2
我 恨 你们 尼玛 支付宝 成 我 生活 的 一部分 了 尼玛 花 呗 一毛钱 都 没有 ,5
我 也 是 芝麻 分 都 600 多 了 还是 没有 可恶 的 花 呗 ,5
据 我 判断 如果 你 绑定 了 信用卡 还款 那么 即使 分 很 低 照样 有花 呗 朋友 是 新 用户 就 有 ,6
是 的 有 的 人 是 新 用户 就 有 花 呗 我 都 用 了 好久 了 都 没有 ,6
miami 这个 词有 意境 ,2
恐怕 你 想 多 了 … 这是 迈阿密 热火队 … ,6
我 突然 发现 这个 词是 我 一段时间 的 口头禅 用 拼音 念 原来 迈阿密 用 拼音 念 出来 这么 带感 ,2
这样 的 口头禅 合适 嘛 ,6
还 多 乖 的 给 ,2
哈哈 肯定 的 撒 ,1
呵呵 美死 你 了 感觉 又 是 不 一样 的 气质 ,1
哈哈 肯定 的 啦 ,1
好 喜欢 翠华 的 各种 吃 的 还 想 去 ,2
我 早上 去 只有 汤面 和 猪仔 包 其他 的 菠萝油 什么 的 都 没 吃 到 ,3
食光 了 咩 木 嗨 森 ,6
吃 的 精光 渣 都 不 剩 ,6
她们 说 任盈盈 是 小 三 但 我 想不通 是 为什么 ,6
因为 陈乔恩 演 的 好 ,2
不是 如果 让 袁珊珊演 东方不败 也 可以 演 的 很 好 阿 出演 的 角色 不同 演技 就 会 不同 ,2
我们 不是 因为 某个 角色 讨厌 别人 是因为 某个 人才 讨厌 那个 角色 ,5
那 你们 为什么 讨厌 她 呢 她 做 什么 坏事 了 阿 ,5
你 现在 天天 写 小 作文 你 不如 再 去 高考 一个 ,6
哪有 天天 你 看 我 大哥 的 女人 系列 就 只言片语 道 出 真谛 ,6
好 吧 你 就 非要 我 表扬 你 是 文坛 常青树 ,2
哎哟 我 可不可以 撒个 娇 说 讨厌 啦 ,1
我 再也 不要 残害 生灵 了 这里 真 不 适合 养 … ,5
啊 我 这超 适合 的 说 都 不用 管 ,6
对 呢 南京 夏天 热死 冬天 冷死 … ,5
我 这 就是 热热 热热 死 还好 不 太冷 ,5
川普说 中国政府 没错 为 本国 人民 谋 福祉 有 什么 错 错 在 美国 的 前 几届 政府 身上 看来 你 和 美国 民选总统 里 必有 一个 是 白痴 ,5
真 nm 能 扯淡 开放 互联网 影视 市场 我 没 觉得 对 普通 老百姓 有 什么 损害 相反 现在 也 只不过 富 了 马化腾 等 人 罢了 ,5
扯淡 也 是 川 普在 扯 ,5
您 给 我 科普 一下 特朗普 咋 说 的 原文 帮忙 贴 一下 谢谢 ,6
去年 去过 一次 杭州 西湖 真的 超美 姐姐 有 机会 一定 要 去 啊 ,2
我 想 啊 我 热爱 苏轼 文字 超 想起 西湖 ,2
欲 把 西湖 比西子 淡妆浓抹 总 相宜 ,2
对 对 对 就是 这句 ,6
我家 露娜 的 胞弟 我 朋友 养 的 说 要 给 我 或者 我 对象 还好 拒绝 了 不然 后果 跟 这 一样 啊 这 领地 占有 欲绝 了 ,5
是不是 给 气 的 完 完 的 了 但是 慢慢 能 好 今天 就 好 不少 但是 也 engeng ,5
我妈 就 说 会 争宠 按 我 的 心 一百只 都 不 嫌多 哈哈哈哈 ,1
对 今天 大猫 给 小猫 两个 脑剔 小猫 一下 就 猫 我 怀里 了 ,6
希望 他俩 早日 和平相处 哈哈 ,1
哈哈哈 等 和平 了 给 你 拍 视频 ,1
小说 里面 萧玉 喜欢 燕洵 ,6
是 的 电视剧 应该 不会 吧 ,6
不 知道 电视剧 会 怎样 安排 就 目前 来看 估计 要 和 宇文 玥 发生 点 什么 ,6
我 还是 默默 期待 萧策 出场 吧 ,2
萧策 对楚 乔是 真心 的 好 ,2
完美 驾驭 任何 风格 啊 ,2
我 难道 不 可爱 吗 ,6
可爱 可爱 简直 可爱 到 翻天 ,2
我 难道 不 好看 吗 ,6
好看 好看 必然 好看 啊 我见 过 最 好看 的 女孩 就是 你 ,2
那 你 还 不点 赞 ,6
妹子 啊 穿 两件 热 不 可以 脱 一件 嘛 ,6
长裙 是 吊带 不能 脱 太阳 太狠 而且 今天 去 的 都 是 寺庙 和 皇宫 不 允许 露出 膀子 和 腿 ,6
哦哦哦 那 确实 要 讲究 圣地 啊 有 神灵 不可 无礼 ,6
是 滴 好多 人露 了 最后 只能 花钱买 围拢 都 遮住 ,6
我 说 你们 有些 人 至于 嘛 她 不 挺 好 的 支持 任盈盈 讨厌 东方不败 人家 冲盈 多 好 你 非要 插一脚 ,5
东方不败 秒 你家 袁姗姗 到 宇宙 之外 火星 才 是 你们 033 和 脑 残粉 的 集居 地 ,5
没 看到 原着 中冲 盈恋 才 是 完美 大结局 啊 东方不败 个 不男不女 有 什么 资格 喜欢 别人 ,5
那 你 去 看原 着 好 了 我 这里 是 讨论 新 笑傲 的 ,5
单身 汪来 报道 约会 吧 去 吃 肉 ,6
祝 你 今年 找到 真 爱 ,2
谢谢 桃子 也 要 找到 真 爱 告别 单身 狗 ,2
然而 我 才 不是 单身 狗 告辞 ,6
快点 起来 干活 偷懒 嫁不出去 的 ,6
谁 说 我 要 嫁 了 我 要 娶 一只 ,6
你 有钱 娶 一只 么 ,6
屈 你 还是 有钱 的 ,6
这么 矫情 的 电影 名字 ,6
哈哈哈 矫情 的 电影 名字 叫 谁 的 青春 不 迷茫 那个 特别 长 的 是 文章 的 名字 ,1
这 不是 刘同 写 的 书 ,6
对 啊 他 拍成电影 了 ,6
估计 最近 做 坏事 了 ,6
还好 没 去 武汉 不然 都 回不来 为 人民 服务 了 ,6
去 服务 重要 吗 ,6
重要 啊 我 去 深圳 了 ,6
我 远嫁 我妈会 把 我 腿 打折 恨不得 让 我 和 她 一个 小区 ,4
我妹 想 让 我 嫁家 隔壁 她 说 放学 了 就 可以 去 我家 玩 啦 ,6
哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 和 我 一样 小 的 时候 我家 一楼 四楼 那个 哥哥 老 追 我 姐姐 当时 我 还 帮 他 转送 巧克力 和 信 ,1
哈哈哈 哈哈 可是 我家 周围 全是 小学生 ,1
怎么 这次 选得 挺 有 逼 歌 的 啊 不要 唱土 了 哈 到时候 一堆 华研 一姐 粉 骂 起来 可不 开玩笑 ,5
唱土 我学 了 这么 多年 声乐 还 真真 没 听 过 这词 ,6
重点 在 最后 面 那 一句 ,6
撕 逼 还 真的 就 不劳 您 费心 了 ,5
嗯 嗯 好 啊 好 啊 ,2
比一吻 定情 好看 你 一定 会 喜欢 的 还有 我 觉得 女主角 和 你 妈妈 长得 好像 ,2
真的假 的 那 我 推荐 给 老妈 先 ,6
哈哈 好 的 让 阿姨 看看 到 第一集 中间 才 出现 的 是 个 很 有 个性 的 女 律师 ,1
老妈 让 和 你 讲 那 就是 她 演 的 ,6
远看 还是 好 掂 噶 ,6
潘 老师 别 这样 说好 么 还是 要 你 好好 指导 撒 ,6
哪里 哪里 妹 不敢当 还 得 跟 哥 学学 ,6
喝酒 画画 我 都 没有 你 值得 学习 的 地方 哦 我 在 自卑 着 ,6
弟弟 天气 好 着 呢 这天 做 敞篷车 容易 爆皮 ,6
不 不 不 这 天气 坐 我 的 敞篷车 可以 深切 的 体会 到 微风 吹过 皮肤 掠过 发丝 的 那种 大自然 的 感觉 怎么样 心动 了 吗 哥 ,2
微风 再 好 也 架不住 太阳 的 蹂躏 ,6
哥 你 变 了 你 开始 因为 天气 而 嫌弃 我 了 以前 你 不 这样 的 ,3
你 把 暮光 拖出来 我 就 玩 下次 玩 这种 活动 最好 先说 奖品 ,6
即兴 游戏 奖品 也 是 随机 在 我 这 都 是 一物 一 拍 ,6
给 我 感觉 你 就是 不 大 喜欢 或者 嫌 地方 不够 ,5
你 这 说 的 就 不好 了 我 这么 真诚 ,5
对方 的 长相 在 以后 的 日子 里 真的 不 重要 吗 ,6
不是 很 重要 我 认真 喜欢 过 的 人 都 不 好看 但 就是 有 一种 莫名其妙 的 感觉 ,6
我妈 老 是 给 我 介绍 对象 的 时候 让 我 不要 嫌弃 别人 丑 ,6
哈哈 那 如果 没有 感情 基础 的话 长相 就是 相当 重要 了 ,1
故意 把 自己 p 胖 ,6
不 不 不 你 要说 这 就是 我 不要 骗 我 ,6
臣妾 做 不到 你 在 我 心里 是 最美 ,2
哇 这 突如其来 的 表白 好久没 听过 这么 甜 的话 了 ,2
我 啊 真的 很 疼 很 疼 人 活着 真的 凄惨 到 只能 流泪 ,3
抱抱 你 活着 还有 很多 很 快乐 的 事情 哇 还有 很多 美好 在 等 你 ,2
谢谢您 了 会 更 努力 地 活着 ,1
一定 要 加油 哇 ,2
我 也 累 昨天 失眠 了 一 晚上 没 睡着 今天 眼睛 老肿 了 ,6
你 这 可得 调养 休息 不好 不行 要是 楼下 还 打架 不行 就 去 找 去 吧 这 不能 隐忍 了 ,6
就是 今天 第一天 上班 的 事儿 失眠 了 昨晚 楼下 没吵 我 听 小马 说 今天上午 好像 打 起来 了 ,6
这 家伙 回来 就 开打 一提 小马 我 想 起来 了 帮 我 问问 狗 篮子 ,6
对 对 你 不 提醒 我 真 忘记 了 今天 晚上 问 ,6
邻居 来 养老 先 歌颂 后 推广 最后 规定 直到 立法 ,6
你 的 想法 很 奇怪 你 知道 吗 有 正常 思维 的 人 不会 提出 这样 的 要求 这 不合情理 ,5
